Modelo utilizado:
VGG16 (sin la capa superior de clasificación, preentrenado en ImageNet)

Parámetros del modelo de KNN:
Algoritmo: brute
Metric: cosine
n_neighbors: 6

Resultados de la evaluación:
Precision promedio: 0.5485894275540948
Recall promedio: 0.4934515657810646
Distancia promedio: 0.12459341436624527
Tiempo de recuperación promedio: 0.5508880290029082 segundos
mAP (Mean Average Precision): 0.03507240065774285

Resultados detallados:
Consulta 1: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.6095 segundos
Consulta 694: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4799 segundos
Consulta 695: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4950 segundos
Consulta 696: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.16, Retrieval Time: 0.5766 segundos
Consulta 697: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.06, Retrieval Time: 0.5470 segundos
Consulta 698: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.5186 segundos
Consulta 699: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.15, Retrieval Time: 0.6420 segundos
Consulta 700: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.6550 segundos
Consulta 701: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.7270 segundos
Consulta 702: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.19, Retrieval Time: 0.9392 segundos
Consulta 703: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.5482 segundos
Consulta 704: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.10, Retrieval Time: 0.5902 segundos
Consulta 705: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.10, Retrieval Time: 0.5146 segundos
Consulta 706: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.12, Retrieval Time: 0.5627 segundos
Consulta 707: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.7718 segundos
Consulta 708: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.14, Retrieval Time: 0.7809 segundos
Consulta 709: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.8541 segundos
Consulta 710: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.7766 segundos
Consulta 711: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 1.1762 segundos
Consulta 712: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.8906 segundos
Consulta 713: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.7390 segundos
Consulta 714: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.6210 segundos
Consulta 715: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.5210 segundos
Consulta 716: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.14, Retrieval Time: 0.5170 segundos
Consulta 717: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.14, Retrieval Time: 0.5370 segundos
Consulta 718: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5046 segundos
Consulta 719: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5270 segundos
Consulta 720: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.5220 segundos
Consulta 721: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.09, Retrieval Time: 0.5213 segundos
Consulta 722: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5390 segundos
Consulta 723: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.6061 segundos
Consulta 724: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.09, Retrieval Time: 0.9661 segundos
Consulta 725: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.10, Retrieval Time: 1.0781 segundos
Consulta 726: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.16, Retrieval Time: 1.1466 segundos
Consulta 727: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5780 segundos
Consulta 728: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4920 segundos
Consulta 729: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.12, Retrieval Time: 0.4760 segundos
Consulta 730: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5810 segundos
Consulta 731: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4910 segundos
Consulta 732: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.5157 segundos
Consulta 733: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.4640 segundos
Consulta 734: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5278 segundos
Consulta 735: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.08, Retrieval Time: 0.4797 segundos
Consulta 736: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.17, Retrieval Time: 0.4680 segundos
Consulta 737: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4991 segundos
Consulta 738: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.07, Retrieval Time: 0.4670 segundos
Consulta 739: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4810 segundos
Consulta 740: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.5670 segundos
Consulta 741: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4829 segundos
Consulta 742: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.5212 segundos
Consulta 743: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.16, Retrieval Time: 0.5130 segundos
Consulta 744: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4700 segundos
Consulta 745: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.10, Retrieval Time: 0.4710 segundos
Consulta 746: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5235 segundos
Consulta 747: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5170 segundos
Consulta 748: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.09, Retrieval Time: 0.4990 segundos
Consulta 749: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6551 segundos
Consulta 750: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.07, Retrieval Time: 0.5210 segundos
Consulta 751: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4831 segundos
Consulta 752: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.4710 segundos
Consulta 753: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.08, Retrieval Time: 0.5710 segundos
Consulta 754: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.5110 segundos
Consulta 755: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.06, Retrieval Time: 0.4974 segundos
Consulta 756: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4710 segundos
Consulta 757: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.08, Retrieval Time: 0.4491 segundos
Consulta 758: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.14, Retrieval Time: 0.5392 segundos
Consulta 759: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4684 segundos
Consulta 760: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.4871 segundos
Consulta 761: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.14, Retrieval Time: 0.5010 segundos
Consulta 762: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.15, Retrieval Time: 0.5050 segundos
Consulta 763: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.14, Retrieval Time: 0.4807 segundos
Consulta 764: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4970 segundos
Consulta 765: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.16, Retrieval Time: 0.4770 segundos
Consulta 766: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.19, Retrieval Time: 0.5110 segundos
Consulta 767: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.4710 segundos
Consulta 768: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.4723 segundos
Consulta 769: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5018 segundos
Consulta 770: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5320 segundos
Consulta 771: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.5400 segundos
Consulta 772: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5689 segundos
Consulta 773: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.14, Retrieval Time: 0.4728 segundos
Consulta 774: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4631 segundos
Consulta 775: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.16, Retrieval Time: 0.6381 segundos
Consulta 776: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.8821 segundos
Consulta 777: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.9131 segundos
Consulta 778: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.14, Retrieval Time: 0.6494 segundos
Consulta 779: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.7398 segundos
Consulta 780: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 0.10, Retrieval Time: 0.5418 segundos
Consulta 781: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.14, Retrieval Time: 0.4800 segundos
Consulta 782: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4356 segundos
Consulta 783: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.5536 segundos
Consulta 784: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.4956 segundos
Consulta 785: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.5981 segundos
Consulta 786: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.4710 segundos
Consulta 787: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5270 segundos
Consulta 788: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.5160 segundos
Consulta 789: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.14, Retrieval Time: 0.5296 segundos
Consulta 790: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.10, Retrieval Time: 0.4430 segundos
Consulta 791: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.6381 segundos
Consulta 792: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 0.09, Retrieval Time: 0.4410 segundos
Consulta 793: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.12, Retrieval Time: 0.4720 segundos
Consulta 794: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4971 segundos
Consulta 795: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5741 segundos
Consulta 796: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.5264 segundos
Consulta 797: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.11, Retrieval Time: 0.5681 segundos
Consulta 798: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.4741 segundos
Consulta 799: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.7437 segundos
Consulta 800: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5731 segundos
Consulta 801: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.6638 segundos
Consulta 802: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.14, Retrieval Time: 0.5320 segundos
Consulta 803: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5410 segundos
Consulta 804: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4553 segundos
Consulta 805: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.18, Retrieval Time: 0.4703 segundos
Consulta 806: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4870 segundos
Consulta 807: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.16, Retrieval Time: 0.4820 segundos
Consulta 808: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5604 segundos
Consulta 809: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4915 segundos
Consulta 810: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.4644 segundos
Consulta 811: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4620 segundos
Consulta 812: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4671 segundos
Consulta 813: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5587 segundos
Consulta 814: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5810 segundos
Consulta 815: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5470 segundos
Consulta 816: Precision@6: 0.50, Recall@6: 0.17, Avg Distance: 0.18, Retrieval Time: 0.5010 segundos
Consulta 817: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5286 segundos
Consulta 818: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.5614 segundos
Consulta 819: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.5010 segundos
Consulta 820: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4652 segundos
Consulta 821: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5303 segundos
Consulta 822: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4964 segundos
Consulta 823: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.13, Retrieval Time: 0.4950 segundos
Consulta 824: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.06, Retrieval Time: 0.5297 segundos
Consulta 825: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.4792 segundos
Consulta 826: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.16, Retrieval Time: 0.4450 segundos
Consulta 827: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4690 segundos
Consulta 828: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.07, Retrieval Time: 0.4700 segundos
Consulta 829: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.11, Retrieval Time: 0.5409 segundos
Consulta 830: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.15, Retrieval Time: 0.5525 segundos
Consulta 831: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.8942 segundos
Consulta 832: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.10, Retrieval Time: 0.5680 segundos
Consulta 833: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.10, Retrieval Time: 0.6768 segundos
Consulta 834: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.17, Retrieval Time: 0.5873 segundos
Consulta 835: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.16, Retrieval Time: 0.5353 segundos
Consulta 836: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.5170 segundos
Consulta 837: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5990 segundos
Consulta 838: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.6642 segundos
Consulta 839: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.7891 segundos
Consulta 840: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.8914 segundos
Consulta 841: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 1.0125 segundos
Consulta 842: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.16, Retrieval Time: 1.0451 segundos
Consulta 843: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 1.0910 segundos
Consulta 844: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 1.0663 segundos
Consulta 845: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.6527 segundos
Consulta 846: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.12, Retrieval Time: 0.8008 segundos
Consulta 847: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.7099 segundos
Consulta 848: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.7497 segundos
Consulta 849: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.7875 segundos
Consulta 850: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.6635 segundos
Consulta 851: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.15, Retrieval Time: 0.8424 segundos
Consulta 852: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.8446 segundos
Consulta 853: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.15, Retrieval Time: 0.5360 segundos
Consulta 854: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.7546 segundos
Consulta 855: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 1.0395 segundos
Consulta 856: Precision@6: 0.50, Recall@6: 0.08, Avg Distance: 0.14, Retrieval Time: 0.9576 segundos
Consulta 857: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.07, Retrieval Time: 0.5740 segundos
Consulta 858: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.6041 segundos
Consulta 859: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.12, Retrieval Time: 0.5470 segundos
Consulta 860: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.6700 segundos
Consulta 861: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5434 segundos
Consulta 862: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5992 segundos
Consulta 863: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.5562 segundos
Consulta 864: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.5556 segundos
Consulta 865: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5950 segundos
Consulta 866: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.5940 segundos
Consulta 867: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.6710 segundos
Consulta 868: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5610 segundos
Consulta 869: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.14, Retrieval Time: 0.5737 segundos
Consulta 870: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.8394 segundos
Consulta 871: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.6126 segundos
Consulta 872: Precision@6: 0.50, Recall@6: 0.08, Avg Distance: 0.11, Retrieval Time: 0.4981 segundos
Consulta 873: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5632 segundos
Consulta 874: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5887 segundos
Consulta 875: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.22, Retrieval Time: 0.4876 segundos
Consulta 876: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4942 segundos
Consulta 877: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.5038 segundos
Consulta 878: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.5542 segundos
Consulta 879: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5173 segundos
Consulta 880: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.15, Retrieval Time: 0.5215 segundos
Consulta 881: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4845 segundos
Consulta 882: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4966 segundos
Consulta 883: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.13, Retrieval Time: 0.4690 segundos
Consulta 884: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4675 segundos
Consulta 885: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.6295 segundos
Consulta 886: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.5362 segundos
Consulta 887: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.27, Retrieval Time: 0.4865 segundos
Consulta 888: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.21, Retrieval Time: 0.4961 segundos
Consulta 889: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.5638 segundos
Consulta 890: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5420 segundos
Consulta 891: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5250 segundos
Consulta 892: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5090 segundos
Consulta 893: Precision@6: 0.50, Recall@6: 0.25, Avg Distance: 0.13, Retrieval Time: 0.5400 segundos
Consulta 894: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.5030 segundos
Consulta 895: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.11, Retrieval Time: 0.5228 segundos
Consulta 896: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.7170 segundos
Consulta 897: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.5585 segundos
Consulta 898: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.14, Retrieval Time: 0.5560 segundos
Consulta 899: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.5200 segundos
Consulta 900: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5140 segundos
Consulta 901: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4879 segundos
Consulta 902: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.11, Retrieval Time: 0.4880 segundos
Consulta 903: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.5000 segundos
Consulta 904: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.07, Retrieval Time: 0.4990 segundos
Consulta 905: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4706 segundos
Consulta 906: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.15, Retrieval Time: 0.4949 segundos
Consulta 907: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4900 segundos
Consulta 908: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4735 segundos
Consulta 909: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.16, Retrieval Time: 0.4771 segundos
Consulta 910: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4979 segundos
Consulta 911: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.17, Retrieval Time: 0.4914 segundos
Consulta 912: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4921 segundos
Consulta 913: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.14, Retrieval Time: 0.4770 segundos
Consulta 914: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.09, Retrieval Time: 0.4940 segundos
Consulta 915: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.12, Retrieval Time: 0.4720 segundos
Consulta 916: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.15, Retrieval Time: 0.5060 segundos
Consulta 917: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.10, Retrieval Time: 0.4920 segundos
Consulta 918: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4742 segundos
Consulta 919: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4611 segundos
Consulta 920: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.4906 segundos
Consulta 921: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.5016 segundos
Consulta 922: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4830 segundos
Consulta 923: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5040 segundos
Consulta 924: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.10, Retrieval Time: 0.5120 segundos
Consulta 925: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.4918 segundos
